Material_ID,Bulk_Modulus_K,Shear_Modulus_G,Young_Modulus_E,Poisson_Ratio,Material Class
mp-4474,38.55176803,26.53966641,64.75868686,0.220035811,Composites
mp-10601,78.79830809,64.81758856,152.6086894,0.177216654,Metals
mp-10602,67.54120557,48.89177153,118.1632779,0.208416818,Metals
mp-3000,295.5629649,116.700017,309.381361,0.3255412,Metals
mp-30207,41.38492844,27.64689839,67.83511191,0.226812335,Composites
mp-627439,227.9863626,135.2397638,338.7399725,0.252368249,Metals
mp-1007821,198.722241,89.70382985,233.9148607,0.30381758,Metals
mp-1018074,167.7499502,63.56802804,169.316822,0.33177658,Metals
mp-11360,107.9054004,51.21312727,132.6531516,0.295108878,Metals
mp-11400,128.4728009,53.31122284,140.4996961,0.317730945,Metals
mp-20145,182.71801,91.94279786,236.2087093,0.284541665,Metals
mp-20228,157.3384586,67.25516991,176.6023078,0.312927378,Metals
mp-21171,186.1806423,101.7063145,258.1176472,0.268936194,Metals
mp-21175,192.9989862,56.91737003,155.4689806,0.365742835,Metals
mp-21235,187.2356009,89.77807066,232.2185292,0.293292045,Metals
mp-21883,222.8509775,123.2743396,312.2477243,0.266474942,Metals
mp-22580,152.1613928,-0.735598273,-2.210356682,0.502421066,Unknown
mp-22790,199.273757,96.19329873,248.5815253,0.292093777,Metals
mp-30551,190.3035221,99.36724217,253.9087873,0.277628229,Metals
mp-30555,195.8742309,96.38743492,248.4149361,0.288627176,Metals
mp-30570,204.5976432,106.0562674,271.2926013,0.279003155,Metals
mp-30648,38.32074551,31.10883365,73.45070632,0.180544201,Composites
mp-30657,166.3681399,59.24025337,158.8646245,0.340850313,Metals
mp-30658,167.9690053,66.37437769,175.9474269,0.325416772,Metals
mp-30661,127.5312926,38.85954845,105.8296676,0.36169451,Metals
mp-3498,128.2416496,23.33515695,66.00216686,0.414221619,Metals
mp-3539,186.5632895,52.81101287,144.772635,0.370667093,Metals
mp-3576,172.8361945,79.30737912,206.3589434,0.301007206,Metals
mp-4364,193.7627784,88.08793994,229.487482,0.302604432,Metals
mp-567981,199.8357186,96.6522397,249.7001823,0.291745453,Metals
mp-631316,35.29991903,32.39015268,74.41127065,0.148671193,Composites
mp-636320,190.3071811,105.2952443,266.6984514,0.26643161,Metals
mp-861900,85.1182942,32.71013271,86.98757211,0.329673176,Metals
mp-861901,86.8147487,51.05324873,128.0574492,0.254155734,Metals
mp-861909,160.2804677,52.97166309,143.1454403,0.351151087,Metals
mp-861947,41.03760866,27.61739998,67.67168568,0.22516395,Composites
mp-862291,200.600572,91.75495292,238.8483476,0.301555611,Metals
mp-862339,81.20961864,43.29401605,110.2840446,0.273663829,Metals
mp-862340,85.08926552,48.23859049,121.7149875,0.261593532,Metals
mp-862613,33.10350633,21.19281664,52.39696332,0.236196307,Composites
mp-862666,141.6698267,47.90585751,129.1591241,0.348051479,Metals
mp-862730,148.8726185,60.72942833,160.3803622,0.320450123,Metals
mp-862791,185.7967472,20.67314365,59.80144475,0.446355856,Metals
mp-862875,100.2997446,11.69287661,33.76647229,0.443890731,Metals
mp-862903,66.06680182,12.16174729,34.37590667,0.413279928,Metals
mp-862905,80.39447456,-2.234275051,-6.765499387,0.514025631,Unknown
mp-863705,48.40336976,30.26185218,75.12870133,0.241310362,Composites
mp-863711,145.1221829,52.81054926,141.2926579,0.33773138,Metals
mp-864948,173.1794039,33.61284648,94.71097211,0.408850812,Metals
mp-864949,188.3511408,89.77702246,232.4058733,0.29435053,Metals
mp-865010,197.2024904,79.22795379,209.6125859,0.322844879,Metals
mp-865019,183.3930057,3.140808047,9.368939657,0.491485553,Composites
mp-865092,116.9818397,57.55844537,148.3452812,0.288649131,Metals
mp-865123,120.3031422,42.69610589,114.5382745,0.341319918,Metals
mp-865125,155.2842235,81.19794625,207.4375512,0.27735713,Metals
mp-865156,65.86172441,42.23765066,104.3962379,0.235819657,Metals
mp-865170,193.2864056,50.32205679,138.9110229,0.380220044,Metals
mp-865183,68.64987721,22.85251764,61.71009675,0.35018158,Metals
mp-865186,187.2563377,96.60931023,247.2990754,0.279892563,Metals
mp-865195,147.2937984,56.06582143,149.259455,0.331109143,Metals
mp-865421,191.6200427,-49.48988453,-162.4554971,0.641300022,Unknown
mp-865448,212.6743583,88.71798125,233.6628104,0.316885298,Metals
mp-865471,229.7784967,86.90837154,231.5342942,0.33205979,Metals
mp-865578,43.60797821,26.68082664,66.48352771,0.245904571,Composites
mp-865586,236.903836,112.1216482,290.5308752,0.295605621,Metals
mp-865607,115.5575798,18.84596351,53.62282486,0.422660742,Metals
mp-865609,149.693688,60.47014591,159.8818545,0.321989984,Metals
mp-865615,228.8281342,92.07640364,243.5609952,0.322602674,Metals
mp-865696,143.6340935,49.84887068,134.0401911,0.344465675,Metals
mp-865780,160.2065435,79.12331188,203.8161487,0.287965227,Metals
mp-865806,94.23365479,31.56167939,85.1757348,0.349353654,Metals
mp-865895,203.8056174,76.97138147,205.0947306,0.332279132,Metals
mp-865963,66.91557607,32.27078702,83.40473768,0.292263768,Metals
mp-865998,212.9252976,-19.27611392,-59.62770593,0.546673416,Unknown
mp-866037,173.6418049,81.66925779,211.8020317,0.296705991,Metals
mp-866140,155.6291566,29.71477048,83.81025828,0.410245762,Metals
mp-866142,227.6362492,-32.77328214,-103.2761428,0.575614892,Unknown
mp-866156,138.3058714,45.07469666,121.9734667,0.353014837,Metals
mp-866157,193.3962469,38.21172298,107.5517213,0.407313161,Metals
mp-867116,238.1423661,108.7492608,283.1474129,0.301836035,Metals
mp-867145,54.04582271,36.26848267,88.91588075,0.225800946,Metals
mp-867156,167.5936367,63.34237134,168.7653705,0.33216808,Metals
mp-867170,151.6405378,8.220158471,24.22278435,0.473376969,Metals
mp-867197,117.7282245,45.11751214,120.0205349,0.330088132,Metals
mp-867198,117.4773211,30.34889193,83.82801351,0.381072062,Metals
mp-867242,78.56859374,53.87300159,131.5515364,0.220941218,Metals
mp-867507,222.5603652,126.9098177,319.9204195,0.260424234,Metals
mp-867788,268.8797817,122.4908201,319.0271459,0.302249204,Metals
mp-867805,28.54814539,22.43461405,53.3331816,0.18863604,Composites
mp-867915,149.3316796,87.91964841,220.4878906,0.25391704,Metals
mp-867916,192.6273791,95.50193345,245.8724396,0.287264198,Metals
mp-867923,151.3493067,15.64521581,45.37224726,0.450035838,Metals
mp-867928,163.0214097,75.92111973,197.1571686,0.298434278,Metals
mp-972183,146.2264094,-20.14424885,-63.34139779,0.572195575,Unknown
mp-972244,68.8358266,44.90062145,110.6445751,0.232105164,Metals
mp-972626,82.05388585,-1.971073487,-5.960951179,0.512107798,Unknown
mp-972869,107.132803,40.17738324,107.1389235,0.333323812,Metals
mp-972898,90.14441611,38.76785307,101.7213366,0.311928938,Metals
mp-972899,118.5551732,49.02432962,129.2564938,0.318289254,Metals
mp-973636,68.94044309,44.54619058,109.9557614,0.23417693,Metals
mp-973847,47.14477852,27.1241164,68.27806028,0.258622756,Composites
mp-976125,75.21585135,-5.161161864,-15.84592417,0.535112112,Unknown
mp-976344,54.93551708,27.33902075,70.34744039,0.286575716,Metals
mp-976596,56.06804145,39.49022639,95.9451077,0.214795615,Metals
mp-976793,54.25414758,37.61644293,91.66451022,0.21841013,Metals
mp-977356,216.9008265,94.42323622,247.3734269,0.309918177,Metals
mp-977362,177.6340813,84.35993321,218.4919117,0.294998131,Metals
mp-977401,233.2211875,106.4802455,277.2471135,0.301871122,Metals
mp-977421,132.5529721,44.34028504,119.6765264,0.349523648,Metals
mp-977546,56.62812976,30.10825425,76.72665798,0.274179787,Metals
mp-978808,58.62802206,32.58822353,82.48217456,0.265521186,Metals
mp-979422,85.92505029,-4.822814466,-14.74430018,0.52859915,Unknown
mp-984721,189.3560964,101.5178977,258.3794272,0.272580663,Metals
mp-29374,21.97507317,14.47268402,35.60222949,0.229980198,Composites
mp-31152,82.41417907,26.00538844,70.59125741,0.357242896,Metals
mp-30472,54.53779754,27.44136125,70.49980367,0.284553689,Metals
mp-998964,192.5949836,113.4609172,284.5124151,0.25379039,Metals
mp-11359,72.40956638,33.54169368,87.16601353,0.299368099,Metals
mp-11393,168.0264469,101.6715547,253.8198324,0.248234244,Metals
mp-30670,74.31975678,27.09334446,72.47329507,0.337474138,Metals
mp-30684,111.2236241,69.32779805,172.2040435,0.241955235,Metals
mp-571342,105.6651654,67.9977136,167.9637595,0.235069171,Metals
mp-21200,59.43674045,-2.86E+16,534.9306641,-1,Unknown
mp-2422,-1.09E+12,-1.73E+16,-9.80E+12,-0.999716743,Unknown
mp-22095,101.8975862,21.24524033,59.5940161,0.402526288,Metals
mp-2776,65.97462222,11.99780925,33.93626869,0.414269387,Metals
mp-11413,75.05525526,52.20926456,127.1463299,0.21766061,Metals
mp-30683,99.8184943,63.81030776,157.8046737,0.236513968,Metals
mp-11412,80.76238742,50.49542597,125.3598468,0.241299032,Metals
mp-1956,76.46688806,51.72449107,126.6229548,0.224013539,Metals
mp-22317,49.65108579,33.1854919,81.4173887,0.22670155,Composites
mp-13570,69.4944696,51.67855787,124.2393965,0.202040088,Metals
mp-12783,43.81847236,28.35773334,69.97755168,0.23383542,Composites
mp-22167,109.9578154,1.65E+13,989.6203384,-1,Unknown
mp-568687,-238907.8119,-1.67E+13,-2150170.214,-0.999999936,Unknown
mp-20363,103.6878291,45.05213596,118.0577903,0.310235217,Metals
mp-20567,115.2459195,59.45758568,152.1986816,0.279892884,Metals
mp-4913,103.8959838,47.92645984,124.6176428,0.3000923,Metals
mp-5159,83.37087405,35.37235169,92.96886818,0.314145989,Metals
mp-5419,121.949075,55.60349425,144.8025817,0.302099658,Metals
mp-865743,198.4154358,50.19516792,138.8746594,0.383346895,Metals
mp-865779,188.3255643,88.72850923,230.0557172,0.296402471,Metals
mp-867223,90.5202547,52.96760828,132.9676423,0.25517884,Metals
mp-867292,199.112004,92.78822449,240.9381313,0.298322781,Metals
mp-973067,128.7671352,50.79161175,134.6683903,0.325695185,Metals
mp-1025504,100.7544111,59.39640253,148.9246814,0.253650684,Metals
mp-1025552,104.2435159,60.83670333,152.7877149,0.255719874,Metals
mp-11392,101.0558781,52.6226587,134.518737,0.278144627,Metals
mp-11401,102.1027335,64.38010497,159.5962469,0.239484208,Metals
mp-11444,93.58547655,54.84879895,137.6541691,0.254851262,Metals
mp-982511,98.45754325,51.4117259,131.3693922,0.277620912,Metals
mp-980004,95.93862792,41.48208156,108.7695937,0.311043101,Metals
mp-33880,23.2803341,14.53187124,36.08697002,0.241649111,Composites
mp-568631,93.4855563,3.18E+12,841.3700066,-1,Unknown
mp-31467,151.5573027,51.23808322,138.1462165,0.348081425,Metals
mp-636368,103.7313656,68.72405052,168.8773146,0.228662407,Metals
mp-11387,100.7693282,73.57755482,177.5254431,0.206383139,Metals
mp-11416,125.9699144,79.56475601,197.1801482,0.239117406,Metals
mp-1973,123.1951962,88.21641942,213.6525183,0.210956643,Metals
mp-2731,97.95115019,75.01809244,179.28457,0.194942207,Metals
mp-30685,97.67072415,75.62534621,180.3328136,0.192277607,Metals
mp-570293,164.9506747,73.83651832,192.7495341,0.305245281,Metals
mp-30668,175.0780478,-1.85E+13,1575.70243,-1,Unknown
mp-11418,72.03338394,43.5602253,108.7578868,0.248362308,Metals
mp-1603,76.09773851,44.08169362,110.8422756,0.257237035,Metals
mp-20821,97.89779185,-9.548562197,-29.60831236,0.550406844,Unknown
mp-2688,69.3796458,43.86454158,108.6880123,0.238905143,Metals
mp-398,73.64578582,44.74114189,111.6197549,0.247395017,Metals
mp-495,68.97821808,43.85552563,108.5596099,0.237695916,Metals
mp-863257,39.26893435,20.38653039,52.1372177,0.278717288,Composites
mp-932,73.06508148,45.64781629,113.340152,0.241463022,Metals
mp-973875,49.12174429,-13.33201906,-43.974386,0.649202038,Unknown
mp-979423,69.46135433,42.75005479,106.4183973,0.244658023,Metals
mp-983237,43.0850378,3.971165366,11.5583825,0.45528849,Composites
mp-11441,116.7142945,65.7733858,166.1157641,0.262788604,Metals
mp-30686,110.887566,67.92449515,169.2211798,0.245656515,Metals
mp-2408,145.5502987,40.17842014,110.3787617,0.37360754,Metals
mp-30673,107.8097084,72.51079945,177.694415,0.225296207,Metals
mp-570845,130.3088666,67.30331061,172.2540614,0.279684906,Metals
mp-11431,93.75689407,40.55673409,106.3373071,0.310969799,Metals
mp-1827,48.22291582,25.20141855,64.3878394,0.277464585,Composites
mp-1976,51.33578873,5.804337789,16.78057526,0.445520219,Metals
mp-335,47.99289943,30.54846519,75.60418961,0.237446614,Composites
mp-454,39.26084127,24.07050517,59.95821595,0.245470661,Composites
mp-30655,135.1447827,67.63980283,173.906137,0.285531076,Metals
mp-1025165,131.9981001,90.9129649,221.81441,0.219927269,Metals
mp-1025167,133.6711509,89.03691389,218.5795748,0.227466032,Metals
mp-1025172,97.09079182,62.8257761,155.0367854,0.233862875,Metals
mp-1025236,97.21116134,69.13287662,167.6552794,0.212558248,Metals
mp-1025238,97.19308428,64.69867242,158.8489426,0.227605889,Metals
mp-1025304,113.524398,72.90117972,180.1431179,0.235529512,Metals
mp-1025335,98.70541167,65.3146192,160.5345994,0.228933134,Metals
mp-1025364,95.46628964,61.99628675,152.8924795,0.233077718,Metals
mp-1025365,118.5888767,83.75821864,203.3904063,0.214151934,Metals
mp-11435,98.50229429,63.63056131,157.0702454,0.234235894,Metals
mp-11436,115.1143288,78.65374078,192.189109,0.221741694,Metals
mp-11445,94.68835889,62.34134889,153.3660932,0.230051129,Metals
mp-11285,70.01215776,36.3039147,92.86109686,0.278940544,Metals
mp-20405,113.5637332,79.05322866,192.4938426,0.217495135,Metals
mp-27668,51.11678776,26.01101448,66.71667953,0.28246977,Metals
mp-1025155,87.49547199,50.32865237,126.6939056,0.258665786,Metals
mp-1025176,91.93841137,33.87059724,90.49842545,0.335943751,Metals
mp-1025191,84.75449893,44.63608871,113.9111115,0.275997906,Metals
mp-1025193,104.0960975,52.8988578,135.7087233,0.282718843,Metals
mp-1025225,86.19917214,53.21963941,132.4090062,0.243986315,Metals
mp-1025229,109.0960132,52.41421449,135.5368212,0.292939544,Metals
mp-1025241,90.40494803,55.97871872,139.2043841,0.243368796,Metals
mp-1025242,93.09254583,51.43742321,130.3114712,0.266699059,Metals
mp-1025257,97.47168396,52.3301118,133.1602062,0.27230959,Metals
mp-1025288,92.19995434,54.70244941,137.0110269,0.252329908,Metals
mp-1025313,101.9520213,35.1524763,94.58647015,0.345374211,Metals
mp-1025325,100.2533067,72.55345908,175.3580807,0.208474985,Metals
mp-1025375,85.96160279,53.55472087,133.0365702,0.242062026,Metals
mp-19988,90.97902392,54.01496734,135.2738499,0.252188574,Metals
mp-21251,66.23799749,52.65742259,124.88015,0.185779173,Metals
mp-4732,105.6441603,75.40893936,182.7454941,0.211696489,Metals
mp-4856,86.14548986,53.87454395,133.7430926,0.241245706,Metals
mp-1104008,61.62479914,47.36124967,113.1077326,0.194095737,Metals
mp-644739,60.7001999,47.06358933,112.1943338,0.191944085,Metals
mp-711,273172360.1,40749313.8,116457270.3,0.428947625,Unknown
mp-21493,92.10637097,58.59893657,145.0385209,0.2375525,Metals
mp-21468,50.8420896,29.40332401,73.95354266,0.257571128,Metals
mp-2313,39.00548627,14.24431332,38.09559572,0.337221208,Composites
mp-23313,33.71689795,15.97164768,41.38091564,0.295449176,Composites
mp-1007664,143.5485087,52.40875476,140.1680722,0.337258181,Metals
mp-864758,13.55952242,6.976810695,17.866189,0.280398006,Composites
mp-976055,24.67169076,20.7466673,48.61348323,0.171597408,Composites
mp-978283,38.85572157,20.94681904,53.26828382,0.271512484,Composites
mp-20320,15.55629156,12.71582988,29.97910702,0.178810479,Composites
mp-19816,49.21171061,2.93E+14,442.9053955,-1,Unknown
mp-1001833,35.08755279,15.32140838,40.1240119,0.309410039,Composites
mp-20012,36.73719585,21.22169176,53.38548239,0.257804585,Composites
mp-20305,48.54311988,27.46157055,69.31404661,0.262018982,Composites
mp-20411,121.5000049,58.33364684,150.8580115,0.293061721,Metals
mp-12661,36.70483147,16.12357685,42.19264827,0.308414648,Composites
mp-20695,96.57805566,54.7545853,138.1549388,0.261583281,Metals
mp-20997,116.1010213,43.64816119,116.3623479,0.332958191,Metals
mp-21005,111.2812289,25.96978418,72.28619156,0.391736471,Metals
mp-21202,44.61411264,24.25304943,61.59733486,0.269888453,Composites
mp-21215,110.789881,31.54194449,86.42416337,0.369987881,Metals
mp-21483,41.85502573,19.51821745,50.67722966,0.298203327,Composites
mp-22704,56.04734666,28.98352616,74.16616692,0.279453827,Metals
mp-22784,78.87161492,15.23791387,42.94791104,0.409245104,Metals
mp-30343,77.9889239,24.85976152,67.41609613,0.355928054,Metals
mp-31337,143.0356055,44.83905938,121.7907804,0.358088038,Metals
mp-569125,39.20440609,9.356747082,26.00167214,0.389461097,Composites
mp-863737,50.02753592,30.46901662,75.98163938,0.246867274,Metals
mp-899,149.8281266,35.25148487,98.06366498,0.390915381,Metals
mp-20581,24.38628845,15.64534719,38.66694437,0.235733023,Composites
mp-2597,39.52891096,13.97563749,37.50668878,0.341859676,Composites
mp-867226,24.55496034,20.37269475,47.87720619,0.17503371,Composites
mp-22460,32.74264626,15.14567545,39.36705619,0.299613752,Composites
mp-569683,110.5501543,17.00546406,48.52810113,0.426838484,Metals
mp-22646,129.8057476,39.92666318,108.6410978,0.360508106,Metals
mp-31324,28.47059233,27.39794529,62.23152967,0.135697021,Composites
mp-20554,42.95269049,16.1270417,42.99957656,0.333151404,Composites
mp-22386,36.20538092,14.83666284,39.16074036,0.319728728,Composites
mp-22736,66.15747556,28.22436175,74.13105771,0.313245953,Metals
mp-22811,49.81983678,23.42799962,60.75980883,0.296734886,Composites
mp-1025161,154.6684271,58.83241357,156.6368543,0.331212208,Metals
mp-1025212,189.2258792,61.43141675,166.2982338,0.353527581,Metals
mp-1025213,203.407397,64.10808971,174.0401406,0.35739609,Metals
mp-1025293,144.793164,55.52188091,147.6882966,0.330000841,Metals
mp-1025370,199.2051881,70.3174312,188.7440429,0.342085737,Metals
mp-639659,168.5701443,63.43755858,169.1003168,0.332809147,Metals
mp-19906,128.4407243,59.59886283,154.8461063,0.299069302,Metals
mp-20959,63.6840405,41.9117544,103.1146511,0.23014,Metals
mp-22150,153.5987533,54.85054937,147.0479069,0.340441514,Metals
mp-22061,38.69118754,67714896888,348.2206873,-0.999999997,Unknown
mp-31330,76.73292197,1.57E+13,690.5962977,-1,Unknown
mp-1024957,109.7487784,56.25479583,144.1372064,0.281110386,Metals
mp-1024983,-17735951.32,-2660313.011,-7600905.158,0.428573466,Unknown
mp-1024984,161.4560809,60.18910556,160.6094825,0.334207254,Metals
mp-1025022,163.7952533,60.95399636,162.6820747,0.334466027,Metals
mp-1025113,165.8695831,62.71156895,167.0784962,0.332118611,Metals
mp-13240,114.1326638,61.1835252,155.7240503,0.272597892,Metals
mp-16343,37.37661882,33.63432609,77.62014146,0.153882811,Composites
mp-21026,71.9688868,25.86137961,69.28513924,0.339548398,Metals
mp-21029,59.66298278,24.25356304,64.07792906,0.32100032,Metals
mp-22229,103.6720395,50.68327528,130.7437819,0.289811887,Metals
mp-30344,43.02286367,21.13864412,54.49141667,0.288905201,Composites
mp-30392,53.67332082,22.4381076,59.08134608,0.316540306,Metals
mp-30587,100.1532288,31.54930317,85.65394945,0.357461827,Metals
mp-31442,70.8821136,30.98838447,81.14073095,0.309212022,Metals
mp-31443,82.52257089,35.55763037,93.27587342,0.311615432,Metals
mp-568466,34.60927094,21.10223765,52.61342261,0.246631364,Composites
mp-570769,83.9464465,40.27163397,104.1588569,0.29320376,Metals
mp-637771,1162650.329,697563.2685,1743919.391,0.250008042,Unknown
mp-31055,96.7106448,74.37314364,177.5944314,0.193941944,Metals
mp-1005693,56.89438772,24.35657236,63.944767,0.312679922,Metals
mp-12128,29.85625232,26.77897268,61.84631112,0.154755111,Composites
mp-19929,106.5367369,53.99899538,138.5830168,0.283199954,Metals
mp-19946,84.23033781,40.16677881,103.973167,0.294268174,Metals
mp-20358,35.52457596,1.466533223,4.339879718,0.479639073,Composites
mp-20491,70.52284357,27.23143156,72.37832757,0.328948267,Metals
mp-20521,141.9418011,43.48027049,118.3557205,0.361027877,Metals
mp-20744,140.6269662,55.15392778,146.3313829,0.326572638,Metals
mp-20898,64.01090605,23.20752727,62.11577023,0.338267742,Metals
mp-21067,94.72731215,53.1323736,134.2895368,0.263726121,Metals
mp-21301,128.1981273,63.46853234,163.4344655,0.287523592,Metals
mp-22463,153.6348521,55.82024259,149.3704436,0.337959463,Metals
mp-22493,89.5982079,24.80313481,68.12329891,0.37328002,Metals
mp-22673,103.8155801,43.37848606,114.2259942,0.316620341,Metals
mp-22685,90.14085823,44.09468414,113.7380956,0.289703031,Metals
mp-22725,118.5642771,56.99550471,147.3719318,0.292838204,Metals
mp-22731,235.9708285,107.6415434,280.3031675,0.302021314,Metals
mp-30340,77.66504638,31.67663042,83.65645785,0.320475959,Metals
mp-30342,77.05395674,31.23507033,82.5507789,0.321443781,Metals
mp-30347,83.80923952,38.4803492,100.1182183,0.300900595,Metals
mp-30374,90.93630819,25.97797364,71.15797004,0.369582767,Metals
mp-30395,101.826635,33.89995667,91.54127909,0.350168084,Metals
mp-30586,86.98143247,42.99434384,110.7374383,0.287814029,Metals
mp-31328,70.02663647,15.52428436,43.36808013,0.396781943,Metals
mp-31339,118.9851697,45.82654969,121.8378949,0.329337422,Metals
mp-4552,88.49096726,44.20385219,113.6823293,0.285887131,Metals
mp-4972,89.58356815,44.62031391,114.8007323,0.286417802,Metals
mp-567210,89.85851174,25.35740795,69.53177303,0.371034712,Metals
mp-567787,60.47426381,24.22395294,64.11154975,0.323308998,Metals
mp-568139,81.43075958,20.18896239,55.94356265,0.385498709,Metals
mp-568596,85.39411832,23.26498817,63.98428474,0.375119649,Metals
mp-568719,72.2724129,27.41870533,73.02178229,0.33160522,Metals
mp-568880,102.4920536,31.17299184,84.91046067,0.361923506,Metals
mp-568917,63.88929593,18.03194947,49.4441824,0.371015998,Metals
mp-570611,78.37097318,18.3355349,51.02719388,0.391483645,Metals
mp-570683,67.82485658,22.65352262,61.15227507,0.349729931,Metals
mp-571310,160.7279897,33.22626141,93.25292547,0.403301508,Metals
mp-574025,128.3303066,36.85191084,100.8976568,0.368960992,Metals
mp-581707,122.3469865,35.6616331,97.51077052,0.367166364,Metals
mp-600125,120.2112637,57.51041145,148.8017596,0.293694097,Metals
mp-621348,113.2569765,31.66734602,86.90254318,0.372115982,Metals
mp-622041,99.6961433,22.32479092,62.3224519,0.395812667,Metals
mp-623134,115.986062,55.73180914,144.1131025,0.292916063,Metals
mp-640024,145.4054882,60.69166155,159.8366014,0.316792104,Metals
mp-861600,60.92766087,36.07585138,90.38773892,0.252745749,Metals
mp-862374,115.6426569,33.40975013,91.42487988,0.368236511,Metals
mp-862720,26.35969371,18.0654104,44.11766532,0.221053503,Composites
mp-862774,128.4993151,9.652435716,28.24995987,0.46335913,Metals
mp-862775,125.1171184,37.47532008,102.2202272,0.363833944,Metals
mp-862788,61.63487034,36.39231867,91.22278655,0.253324738,Metals
mp-862824,118.042584,-14.00660528,-43.75024332,0.561771837,Unknown
mp-862860,66.84298225,0.759894489,2.271077331,0.494337283,Composites
mp-862923,71.51626604,25.55375018,68.50230988,0.340357274,Metals
mp-862930,38.08404875,31.04733371,73.23958447,0.179482675,Composites
mp-862981,60.36022666,34.61672663,87.18352941,0.259268826,Metals
mp-862996,52.40245569,27.13860892,69.43014457,0.279176556,Metals
mp-863651,59.55304403,34.76843428,87.31343939,0.255642383,Metals
mp-863702,54.50977443,37.24378257,91.004976,0.221747225,Metals
mp-863724,135.6412024,36.90890129,101.5187236,0.37526071,Metals
mp-864612,46.38615963,27.87507662,69.66959273,0.249675358,Composites
mp-864715,206.086094,109.8211716,279.7682941,0.273744807,Metals
mp-864734,141.6933936,42.91481564,116.9386707,0.362451043,Metals
mp-864748,67.85932703,29.50950878,77.32057466,0.310095929,Metals
mp-864788,210.7937851,96.73043748,251.691959,0.300996695,Metals
mp-864968,155.8818397,71.57069669,186.213144,0.30090353,Metals
mp-865007,52.77469981,35.70348009,87.40079136,0.223981404,Metals
mp-865043,109.2102849,37.34036543,100.5601689,0.346534343,Metals
mp-865044,165.0849414,83.22071568,213.7452221,0.284206825,Metals
mp-865066,172.1806477,18.248886,52.87851542,0.448814887,Metals
mp-865100,25.72659367,10.44212344,27.59312772,0.321241215,Composites
mp-865211,134.8464808,47.44925311,127.4042554,0.342531726,Metals
mp-865240,55.39972326,40.09650669,96.90953641,0.208453609,Metals
mp-865297,65.28363301,30.18545612,78.46324607,0.299686275,Metals
mp-865505,69.50875203,33.62767178,86.87349273,0.291696513,Metals
mp-865671,59.59613071,36.77714238,91.50803491,0.244088434,Metals
mp-865737,35.35962725,19.31015064,49.00905161,0.268997133,Composites
mp-865884,138.0754188,51.10994778,136.4889437,0.335248319,Metals
mp-865897,35.03001944,19.48003737,49.30135724,0.26543282,Composites
mp-866004,65.73627361,31.48026803,81.44052568,0.293517031,Metals
mp-866067,50.85814828,24.90019469,64.21988051,0.289545751,Metals
mp-866163,127.6823429,43.0981779,116.2183364,0.348297562,Metals
mp-866168,125.7164701,32.70975327,90.29782852,0.38028905,Metals
mp-866170,174.5226855,19.84617698,57.36410829,0.445218098,Metals
mp-866181,40.66301998,30.03276222,72.29886562,0.203666601,Composites
mp-866193,37.74728493,26.27665031,63.98326766,0.217492848,Composites
mp-866196,38.3330297,28.04183514,67.63348702,0.205939032,Composites
mp-866211,59.8633244,31.36851957,80.11251192,0.276957169,Metals
mp-867187,175.7840497,84.02662114,217.4345335,0.293843133,Metals
mp-867211,27.50460236,21.37046739,50.92277823,0.191428744,Composites
mp-867287,76.04755026,24.44658401,66.2416411,0.354824074,Metals
mp-867308,148.6223444,36.74250049,101.8355536,0.385800535,Metals
mp-867350,30.38684053,24.54439804,58.01343973,0.181806122,Composites
mp-867842,149.1454007,71.66290593,185.3089976,0.292921318,Metals
mp-867926,100.630685,25.46894585,70.46232492,0.383298809,Metals
mp-867978,121.8742323,40.51826687,109.4280016,0.350353927,Metals
mp-867979,52.0245622,12.91859304,35.79309858,0.385332693,Metals
mp-973088,68.28443044,25.98279471,69.17455289,0.331160748,Metals
mp-973734,65.86297529,29.644671,77.33176935,0.304311479,Metals
mp-976261,24.70375403,17.72866609,42.91903897,0.210441856,Composites
mp-977367,144.3824895,64.20798457,167.7564354,0.306351823,Metals
mp-977392,53.46882336,36.67200428,89.54443314,0.220882727,Metals
mp-977438,136.9678855,70.89061386,181.3795695,0.279291853,Metals
mp-978100,51.21235047,18.28600529,49.02323148,0.340457653,Metals
mp-978950,55.43410403,28.97143792,74.01942828,0.277455204,Metals
mp-982613,55.36506924,23.08493001,60.80389238,0.316960726,Metals
mp-22284,62.47801457,27.5936476,72.15799397,0.307510971,Metals
mp-570689,73.69507026,29.65821721,78.45062886,0.322578298,Metals
mp-620571,61.44631446,24.26878985,64.33629774,0.325494558,Metals
mp-510086,45.25266928,31.23781625,76.18364819,0.219413796,Composites
mp-569523,77.41586342,42.08889366,106.8947592,0.269868959,Metals
mp-19974,42.96941092,16.01985902,42.74723464,0.334195095,Composites
mp-20800,81.53259481,45.4917199,115.0731798,0.264770601,Metals
mp-22154,53.28990682,13.98710045,38.5854376,0.379322246,Metals
mp-22682,91.45774143,27.35400346,74.62242818,0.364012918,Metals
mp-1190769,0,20.18935929,0,-1,Unknown
mp-1191416,125.0290804,7.636992976,22.45380645,0.470068555,Metals
mp-1006057,51.38767454,27.27568103,69.52598344,0.274504995,Metals
mp-13396,90.32592036,44.4245758,114.5020567,0.288724255,Metals
mp-20265,81.01762871,37.04139208,96.42843091,0.301630763,Metals
mp-20801,67.71926744,27.94967154,73.70848399,0.318593027,Metals
