138.1964947,149.6859857,329.9358501,0.10209332,149.6859858
248.9404481,179.9600504,435.0475987,0.208733821,179.9600504
329.5525604,158.2113346,409.1579309,0.293074014,158.2113346
292.0417405,189.460867,467.3243557,0.233300478,189.460867
221.3789909,141.0188565,348.9604113,0.2372828,141.0188565
316.9493064,173.6497873,440.5021139,0.268363528,173.6497873
293.334007,147.8957996,379.8488525,0.284177284,147.8957996
241.8792896,100.2002052,264.1282799,0.31800269,100.2002051
305.0348939,232.5156565,556.2192271,0.196089836,232.5156565
311.1496999,206.1611503,506.5967251,0.228642555,206.1611504
341.8005224,200.2380579,502.5728955,0.254938498,200.2380579
144.8620398,98.60417466,241.1071963,0.222601361,98.60417469
173.5330701,51.23240394,139.9269385,0.365609728,51.23240395
241.2165423,99.99482308,263.5647569,0.317892011,99.99482307
219.9084597,85.87983758,227.9642382,0.32722793,85.87983758
283.9092745,151.1053522,385.0110942,0.273982319,151.1053522
310.1552624,152.6201397,393.3422498,0.288631535,152.6201397
207.8728853,192.3991911,441.1069882,0.146332752,192.3991911
254.9691838,163.4193197,403.9547133,0.235945401,163.4193197
339.6350976,193.1953581,487.2065024,0.260916689,193.1953581
286.2359797,214.8239607,515.5069187,0.199835709,214.8239608
264.2973874,107.9342563,285.0057151,0.320274604,107.9342563
365.3640306,137.5205916,366.5702411,0.332783101,137.5205916
264.0212623,199.5078061,478.0983326,0.198194552,199.5078061
295.7077108,224.1903523,536.8902214,0.197398139,224.1903523
269.3190965,234.7271532,545.6574589,0.162322832,234.7271532
308.7006835,194.4442901,482.1092603,0.23971051,194.4442901
78.59231172,62.66055842,148.5126508,0.185056872,62.66055844
51.19929601,30.58439281,76.51710231,0.250917466,30.58439281
143.4526802,43.51715068,118.5625838,0.362251227,43.51715066
154.3896759,42.20941794,116.0522094,0.374719376,42.20941794
62.19611139,8.996319038,25.74754443,0.43100441,8.996319037
129.0035638,73.57882422,185.4739893,0.260376143,73.57882421
59.39342965,6.199620408,17.97349005,0.449563753,6.199620407
138.4894006,88.4263443,218.726326,0.23677128,88.42634429
-7695237.264,-4616856.027,-11542259.37,0.25001292,-4616856.029
154.6179136,5.7E+12,1391.561222,-1,1.61E+12
-2.22E+12,-2.06E+15,-1.99E+13,-0.995167417,-2.06E+15
195037748.5,6.15E+13,1755323045,-0.999985737,6.15E+13
-1.01E+12,62401399260,1.91E+11,0.531629457,62401507365
140.2263491,136.4420351,309.0798777,0.132641702,136.4420351
242.8137425,127.3298922,325.1535634,0.276815513,127.3298923
79.04231094,66.31623285,155.4692938,0.172181283,66.31623285
83.17909472,69.43224255,162.9553778,0.17348491,69.43224257
76.57408605,54.90335365,132.9380266,0.210654885,54.90335367
223.4253665,104.2968469,270.7595872,0.298023839,104.2968469
142.8665206,29.29491938,82.26211578,0.404033831,29.29491938
173.829619,20.12597693,58.13433486,0.444261192,20.12597693
181.0214786,88.59775926,228.5127677,0.289608053,88.59775927
165.3012399,65.92805389,174.5752129,0.323982755,65.9280539
183.3876087,89.12215406,230.09314,0.290886326,89.12215406
174.7276333,77.25835829,202.0023223,0.307316948,77.2583583
184.1673105,90.51070957,233.3111606,0.288859416,90.51070956
188.7440697,93.95991179,241.7620269,0.286516889,93.95991181
175.916079,81.11587241,210.9276503,0.30016262,81.11587239
