Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-106072,110.1,22.9,5.5,0.0,-0.0,0.0,22.9,52.7,25.9,0.0,-0.0,-0.0,5.5,25.9,82.1,0.0,-0.0,0.0,0.0,0.0,0.0,30.8,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,30.8,-0.0,0.0,-0.0,0.0,-0.0,-0.0,11.4
JVASP-143,109.3,28.6,10.2,0.0,0.0,0.0,28.6,109.3,10.2,0.0,0.0,0.0,10.2,10.2,38.7,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,8.9
JVASP-9159,66.8,22.7,19.9,-0.0,-0.4,0.0,22.7,63.7,16.0,0.0,3.0,-0.0,19.9,16.0,108.4,-0.0,5.2,-0.0,0.0,-0.0,-0.0,22.9,0.0,1.8,-0.4,3.0,5.2,0.0,24.0,-0.0,-0.0,0.0,-0.0,1.8,-0.0,25.2
JVASP-4657,106.3,29.9,12.5,0.0,-0.1,0.0,29.9,106.3,12.5,0.0,0.1,0.0,12.5,12.5,41.1,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,-0.1,-0.1,0.1,0.0,0.0,9.7,0.0,0.0,0.0,0.0,-0.1,0.0,9.7
JVASP-9082,371.8,168.7,123.7,0.0,-17.2,0.0,168.7,371.8,123.7,-0.0,17.2,-0.0,123.7,123.7,334.1,0.0,0.0,0.0,0.0,-0.0,0.0,101.5,0.0,-17.2,-17.2,17.2,0.0,0.0,78.6,-0.0,0.0,-0.0,-0.0,-17.2,-0.0,78.6
JVASP-9176,325.9,113.9,74.6,-0.0,-12.2,-0.0,113.9,222.5,124.2,0.0,17.4,-0.0,74.6,124.2,321.5,-0.0,-8.2,0.0,-0.0,0.0,-0.0,90.4,-0.0,-17.7,-12.2,17.4,-8.2,-0.0,65.5,0.0,-0.0,-0.0,0.0,-17.7,0.0,51.0
JVASP-136677,153.6,168.6,-10.7,-0.0,0.0,0.0,168.6,153.6,-10.7,0.0,0.0,-0.0,-10.7,-10.7,22.3,-0.0,0.0,0.0,-0.0,0.0,-0.0,-7.5,0.0,-0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2
JVASP-136680,93.0,50.3,58.8,1.9,21.7,-0.6,50.3,114.8,104.2,1.4,10.3,-1.5,58.8,104.2,132.8,-1.5,20.9,-0.8,1.9,1.4,-1.5,29.7,-0.6,-4.4,21.7,10.3,20.9,-0.6,12.9,0.2,-0.6,-1.5,-0.8,-4.4,0.2,22.9
JVASP-136682,70.6,5.8,7.4,0.0,-0.0,-0.0,5.8,133.4,5.6,0.0,0.0,0.0,7.4,5.6,44.8,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,0.0,-7.0,0.0,-0.0,0.0,0.0,0.0,0.0,6.0
JVASP-136685,-0.3,240.3,240.3,-0.0,-128.8,-0.0,240.3,-80.9,-86.1,0.0,75.6,0.0,240.3,-86.1,-80.9,0.0,75.6,0.0,-0.0,0.0,0.0,-155.3,-0.0,-113.5,-128.8,75.6,75.6,-0.0,19.8,-0.0,0.0,0.0,0.0,-113.5,-0.0,-155.3
JVASP-136687,184.0,-3.6,20.6,0.0,-0.0,0.0,-3.6,184.0,20.6,0.0,-0.0,0.0,20.6,20.6,100.6,0.0,-0.0,0.0,0.0,0.0,0.0,37.4,0.0,0.0,-0.0,-0.0,-0.0,0.0,-2861.9,-0.0,0.0,0.0,0.0,0.0,-0.0,-2861.9
JVASP-135218,191.5,40.3,76.8,0.3,-7.7,15.5,40.3,99.8,46.9,-8.1,-4.0,11.6,76.8,46.9,236.2,-4.6,-21.6,12.6,0.3,-8.1,-4.6,26.4,-2.2,-13.3,-7.7,-4.0,-21.6,-2.2,11.2,1.4,15.5,11.6,12.6,-13.3,1.4,44.6
JVASP-1180,204.1,97.9,79.2,0.0,0.0,0.0,97.9,204.1,79.2,0.0,0.0,0.0,79.2,79.2,215.6,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.0,0.0,0.0,46.8
JVASP-17841,258.0,114.1,114.1,-0.0,0.0,-0.0,114.1,258.0,114.1,0.0,0.0,-0.0,114.1,114.1,258.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,118.4,-0.0,0.0,0.0,0.0,0.0,-0.0,118.4,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,118.4
JVASP-17700,162.6,106.4,106.4,0.0,-0.0,-0.0,106.4,162.6,106.4,0.0,0.0,-0.0,106.4,106.4,162.6,0.0,-0.0,0.0,0.0,0.0,0.0,78.2,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,78.2,-0.0,-0.0,-0.0,0.0,0.0,-0.0,78.2
JVASP-1183,85.7,46.7,46.7,0.0,0.0,0.0,46.7,85.7,46.7,0.0,0.0,0.0,46.7,46.7,85.7,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,40.4
JVASP-85122,102.6,43.4,30.9,-0.0,0.0,0.0,43.4,102.6,30.9,0.0,-0.0,-0.0,30.9,30.9,119.7,-0.0,-0.0,0.0,-0.0,0.0,-0.0,29.6,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,24.5,-0.0,0.0,-0.0,0.0,-0.0,-0.0,24.5
JVASP-82129,102.6,43.4,30.9,-0.0,-0.0,0.0,43.4,102.6,30.9,0.0,-0.0,-0.0,30.9,30.9,119.8,-0.0,-0.0,0.0,-0.0,0.0,-0.0,29.6,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,24.5,0.0,0.0,-0.0,0.0,0.0,0.0,24.5
JVASP-266,85.7,46.7,46.7,0.0,0.0,0.0,46.7,85.7,46.7,0.0,0.0,0.0,46.7,46.7,85.7,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,40.4
JVASP-17716,140.9,36.7,36.7,-0.0,0.0,0.0,36.7,140.9,36.7,0.0,-0.0,-0.0,36.7,36.7,140.9,0.0,-0.0,-0.0,-0.0,0.0,0.0,27.9,-0.0,0.0,0.0,-0.0,-0.0,-0.0,27.9,-0.0,0.0,-0.0,-0.0,0.0,-0.0,27.9
JVASP-1186,71.1,39.5,39.5,0.0,0.0,0.0,39.5,71.1,39.5,0.0,0.0,0.0,39.5,39.5,71.1,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,32.8
JVASP-36119,84.7,37.3,26.1,-0.0,-0.0,0.0,37.3,84.7,26.1,0.0,0.0,-0.0,26.1,26.1,99.7,0.0,0.0,-0.0,-0.0,0.0,0.0,23.7,-0.0,-0.0,-0.0,0.0,0.0,-0.0,19.7,0.0,0.0,-0.0,-0.0,0.0,0.0,19.7
JVASP-18070,124.8,28.7,28.7,0.0,-0.0,-0.0,28.7,124.8,28.7,0.0,-0.0,0.0,28.7,28.7,124.8,0.0,-0.0,-0.0,0.0,0.0,0.0,17.1,0.0,-0.0,-0.0,-0.0,-0.0,0.0,17.1,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,17.1
JVASP-17666,71.1,39.5,39.5,0.0,-0.0,0.0,39.5,71.1,39.5,0.0,0.0,-0.0,39.5,39.5,71.1,-0.0,0.0,0.0,0.0,0.0,-0.0,32.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,32.8,-0.0,0.0,-0.0,0.0,-0.0,-0.0,32.8
JVASP-97,71.1,39.5,39.5,0.0,0.0,0.0,39.5,71.1,39.5,0.0,0.0,0.0,39.5,39.5,71.1,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,32.8
JVASP-1189,54.6,29.9,29.9,0.0,0.0,0.0,29.9,54.6,29.9,0.0,0.0,0.0,29.9,29.9,54.6,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,24.7
JVASP-14093,103.4,19.7,19.7,0.0,0.0,-0.0,19.7,103.4,19.7,0.0,0.0,0.0,19.7,19.7,103.4,0.0,-0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,-0.0,0.0,6.9,0.0,-0.0,0.0,0.0,0.0,0.0,6.9
JVASP-103084,65.5,53.4,23.2,0.0,0.0,-0.0,53.4,65.5,23.2,0.0,-0.0,0.0,23.2,23.2,81.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,-0.0,0.0,0.0,13.9,-0.0,-0.0,0.0,0.0,0.0,-0.0,13.9
JVASP-36123,64.4,28.1,20.0,-0.0,-0.0,0.0,28.1,64.4,20.0,0.0,0.0,0.0,20.0,20.0,76.7,0.0,-0.0,-0.0,-0.0,0.0,0.0,18.2,-0.0,0.0,-0.0,0.0,-0.0,-0.0,14.9,0.0,0.0,0.0,-0.0,0.0,0.0,14.9
JVASP-15902,2.14321574937e-312,0.0,2.228095581037e-312,0.0,2.355415328475e-312,2.4190752022e-312,2.100775833624e-312,0.0,4.94e-322,0.0,2.312975412715e-312,2.567614907577e-312,0.0,0.0,0.0,0.0,2.461515118e-312,2.37663528635e-312,0.0,0.0,0.0,0.0,2.35541532849e-312,2.4190752022e-312,0.0,0.0,0.0,0.0,2.01589600196e-312,2.461515118e-312,0.0,0.0,0.0,0.0,2.33419537056e-312,2.3129754127e-312
JVASP-15903,101.8,20.4,20.4,-0.0,-0.0,-0.0,20.4,101.8,20.4,0.0,0.0,0.0,20.4,20.4,101.8,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.7,0.0,-0.0,-0.0,0.0,-0.0,0.0,6.7,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,6.7
JVASP-18005,103.4,19.7,19.7,0.0,-0.0,0.0,19.7,103.4,19.7,0.0,-0.0,-0.0,19.7,19.7,103.4,-0.0,-0.0,-0.0,0.0,0.0,-0.0,6.9,0.0,0.0,-0.0,-0.0,-0.0,0.0,6.9,0.0,0.0,-0.0,-0.0,0.0,0.0,6.9
JVASP-4948,109.3,14.0,10.7,0.0,0.0,0.0,14.0,108.6,10.8,0.0,0.0,0.0,10.7,10.8,96.9,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7
JVASP-17491,74.79838535642229,6.61573195430698,50.46884918150181,2.1225966670061496,76.10175574406652,0.03801388326739641,62.310812472738874,74.9739919711024,42.01035270182234,9.672805170961595,44.321189676637644,44.40769611851455,35.69602358556742,28.20003307195583,19.43325415346108,50.57356733283379,36.303991177649934,7.226072445591996,28.161721609126545,6.62504511351608,12.29102100186877,12.32803328595395,76.20351586246677,15.314265644612085,35.726070592207165,0.6239375253910708,60.19579942880931,9.662764617491945,28.790656788992365,23.799310638867055,13.76002715529006,60.087373178317435,19.461176330958622,17.660898410630573,7.198164680736085,36.394556081245724
JVASP-17580,54.6,29.9,29.9,-0.0,-0.0,-0.0,29.9,54.6,29.9,-0.0,0.0,-0.0,29.9,29.9,54.6,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,24.7,0.0,-0.0,-0.0,0.0,0.0,0.0,24.7,0.0,-0.0,-0.0,-0.0,-0.0,0.0,24.7
JVASP-12001,51.3,37.6,27.9,0.0,-0.0,0.0,37.6,51.3,27.9,0.0,-0.0,-0.0,27.9,27.9,36.5,0.0,-0.0,-0.0,0.0,0.0,0.0,15.3,0.0,0.0,-0.0,-0.0,-0.0,0.0,22.1,0.0,0.0,-0.0,-0.0,0.0,0.0,22.1
JVASP-35987,42.2,26.5,26.5,0.0,-0.0,-0.0,26.5,42.2,26.5,0.0,0.0,-0.0,26.5,26.5,42.2,-0.0,0.0,-0.0,0.0,0.0,-0.0,16.9,0.0,0.0,-0.0,0.0,0.0,0.0,16.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.9
JVASP-14973,64.0,29.0,29.0,-0.0,0.0,-0.0,29.0,64.0,29.0,0.0,0.0,0.0,29.0,29.0,64.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,11.7,-0.0,-0.0,0.0,0.0,-0.0,-0.0,11.7,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,11.7
JVASP-15070,47.7,32.6,32.6,-0.0,-0.0,0.0,32.6,47.7,32.6,-0.0,-0.0,0.0,32.6,32.6,47.7,0.0,-0.0,0.0,-0.0,-0.0,0.0,4.1,0.0,0.0,-0.0,-0.0,-0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,4.1
JVASP-17671,35.0,13.7,15.1,0.0,-0.0,0.0,13.7,35.0,15.1,-0.0,-0.0,0.0,15.1,15.1,55.2,-0.0,-0.0,0.0,0.0,-0.0,-0.0,14.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.2,0.0,0.0,0.0,0.0,-0.0,0.0,14.2
JVASP-28366,88.5,31.1,15.3,-0.0,-2.8,0.0,31.1,88.5,15.3,0.0,2.8,0.0,15.3,15.3,33.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,28.7,0.0,-2.8,-2.8,2.8,0.0,0.0,6.9,-0.0,0.0,0.0,0.0,-2.8,-0.0,6.9
JVASP-91686,60.9,20.8,13.0,0.0,-0.0,0.0,20.8,61.0,12.9,-0.0,0.0,-0.0,13.0,12.9,32.4,0.0,-0.0,-0.0,0.0,-0.0,0.0,20.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,9.2,0.0,0.0,-0.0,-0.0,-0.0,0.0,9.3
JVASP-1915,62.0,20.2,13.0,0.0,-3.0,0.0,20.2,62.0,13.0,0.0,3.0,0.0,13.0,13.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,-3.0,-3.0,3.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,-3.0,0.0,9.3
JVASP-8490,69.2,25.4,15.1,-0.0,11.6,0.0,25.4,103.0,27.7,-0.0,-0.8,0.0,15.1,27.7,21.1,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,21.7,-0.0,7.7,11.6,-0.8,-6.0,-0.0,23.6,0.0,0.0,0.0,-0.0,7.7,0.0,15.7
JVASP-7974,60.4,20.0,12.0,0.0,-0.0,-0.0,20.0,60.4,12.0,0.0,0.0,0.0,12.0,12.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,20.2,-0.0,0.0,-0.0,-0.0,0.0,-0.0,7.7,-0.0,-0.0,0.0,0.0,0.0,-0.0,7.7
JVASP-156323,32.5,19.3,7.6,0.0,0.0,-0.0,19.3,32.5,7.6,-0.0,-0.0,-0.0,7.6,7.6,31.8,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,6.6,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,18.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,18.4
JVASP-3414,75.5,19.7,16.6,0.0,0.0,0.0,19.7,25.0,30.0,0.0,0.0,0.0,16.6,30.0,110.2,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,19.5
JVASP-103609,39.6,36.1,36.1,-0.0,-0.0,-0.0,36.1,39.6,36.1,0.0,-0.0,0.0,36.1,36.1,39.6,-0.0,0.0,0.0,-0.0,0.0,-0.0,9.0,0.0,0.0,-0.0,-0.0,0.0,0.0,9.0,0.0,-0.0,0.0,0.0,0.0,0.0,9.0
JVASP-51076,110.3,17.1,30.3,0.0,0.1,0.0,17.1,75.7,20.0,0.0,0.0,0.0,30.3,20.0,25.4,0.0,-0.0,0.0,0.0,0.0,0.0,19.8,-0.0,0.0,0.1,0.0,-0.0,-0.0,20.6,-0.0,0.0,0.0,0.0,0.0,-0.0,30.2
JVASP-114314,47.6,79.4,-10.3,0.0,-0.0,0.0,79.4,47.6,-10.3,-0.0,0.0,0.0,-10.3,-10.3,9.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,-15.9,0.0,0.0,-0.0,0.0,0.0,0.0,-2.5,0.0,-0.0,0.0,0.0,0.0,0.0,-2.5
JVASP-114315,80.1,25.1,23.2,-0.1,12.5,-0.1,25.1,29.5,35.5,-0.2,14.7,0.2,23.2,35.5,113.1,-0.3,14.7,-0.4,-0.1,-0.2,-0.3,20.4,0.1,5.6,12.5,14.7,14.7,0.1,28.5,-0.1,-0.1,0.2,-0.4,5.6,-0.1,20.2
JVASP-115153,101.0,34.4,33.7,7.7,9.4,-4.2,34.4,103.4,39.6,-3.4,-0.4,-10.2,33.7,39.6,113.7,4.6,13.8,-21.4,7.7,-3.4,4.6,24.4,2.5,2.0,9.4,-0.4,13.8,2.5,20.1,-11.3,-4.2,-10.2,-21.4,2.0,-11.3,29.6
JVASP-150000,75.4,20.1,17.6,0.0,-0.0,-0.0,20.1,25.2,30.6,-0.0,-0.0,-0.0,17.6,30.6,109.7,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,20.3,0.0,0.0,0.0,-0.0,-0.0,0.0,30.1,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,19.7
JVASP-12424,271.3,141.8,102.9,0.0,-7.9,0.0,141.8,271.3,102.9,-0.0,7.9,-0.0,102.9,102.9,194.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,64.7,0.0,-7.9,-7.9,7.9,-0.0,0.0,58.8,-0.0,-0.0,-0.0,-0.0,-7.9,-0.0,58.8
JVASP-14956,59.7,20.6,35.5,0.0,0.0,0.0,20.6,59.7,35.5,0.0,0.0,0.0,35.5,35.5,36.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.0,0.0,0.0,5.2
JVASP-4400,59.7,20.6,35.5,0.0,0.0,0.0,20.6,59.7,35.5,0.0,0.0,0.0,35.5,35.5,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2
JVASP-8177,47.5,19.7,20.9,-0.0,0.0,-0.0,19.7,47.5,20.9,-0.0,0.0,-0.0,20.9,20.9,33.3,0.0,-0.0,0.0,-0.0,-0.0,0.0,12.7,0.0,0.0,0.0,0.0,-0.0,0.0,8.5,0.0,-0.0,-0.0,0.0,0.0,0.0,8.5
JVASP-36140,116.0,81.5,81.5,0.0,0.0,0.0,81.5,116.0,81.5,0.0,0.0,0.0,81.5,81.5,116.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,52.0,0.0,0.0,0.0,0.0,-0.0,0.0,52.0
JVASP-35668,144.5,76.2,59.1,-0.0,0.0,-0.0,76.2,144.5,59.1,0.0,-0.0,0.0,59.1,59.1,157.3,-0.0,0.0,0.0,-0.0,0.0,-0.0,34.2,-0.0,0.0,0.0,-0.0,0.0,-0.0,29.4,-0.0,-0.0,0.0,0.0,0.0,-0.0,29.4
JVASP-36139,64.8,37.4,37.4,0.0,-0.0,-0.0,37.4,64.8,37.4,0.0,0.0,-0.0,37.4,37.4,64.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,31.2,0.0,0.0,-0.0,0.0,0.0,-0.0,31.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,31.2
JVASP-36138,52.6,33.0,33.0,-0.0,-0.0,-0.0,33.0,52.6,33.0,-0.0,-0.0,0.0,33.0,33.0,52.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,22.5,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,22.5,0.0,-0.0,0.0,-0.0,-0.0,0.0,22.5
JVASP-15708,25.5,46.6,46.6,-0.0,-0.0,-0.0,46.6,25.5,46.6,-0.0,-0.0,0.0,46.6,46.6,25.5,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,17.2,0.0,0.0,-0.0,-0.0,-0.0,0.0,17.2,0.0,-0.0,0.0,0.0,0.0,0.0,17.2
JVASP-100244,26.524763567297043,26.528746045260334,26.521318999438108,47.37159998482777,69.19048721913069,47.37496706219078,35.32807958833959,45.134775893397034,35.32526315672828,0.025210415597143765,47.37318561922801,69.1919731033471,35.32998819409892,47.374567706753254,26.524352530205846,35.329662948187945,26.528361538861333,78.25399495619897,47.3734543039773,35.33133597058708,53.748965342455065,63.58868664990348,61.68063933568257,76.45924698742357,45.13362898538594,26.529708491045113,63.58732384719998,76.45779601179645,78.25345991270213,63.59021776268483,26.52709776761148,35.332122961906975,61.678282260732104,78.25254880663724,83.61432467334575,35.33181938725215
JVASP-108896,38.1,31.2,31.2,-0.0,0.0,-0.0,31.2,38.1,31.2,-0.0,-0.0,-0.0,31.2,31.2,38.1,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-11.3,0.0,0.0,0.0,-0.0,-0.0,0.0,-11.3,0.0,-0.0,-0.0,-0.0,0.0,0.0,-11.3
JVASP-13048,48.5,16.9,16.0,0.0,0.6,0.0,16.9,36.5,19.0,0.0,3.5,0.0,16.0,19.0,31.6,0.0,2.4,0.0,0.0,-0.0,0.0,9.7,-0.0,-1.5,0.6,3.5,2.4,0.0,11.6,0.0,0.0,-0.0,-0.0,-1.5,0.0,6.9
JVASP-91802,40.3,16.6,16.3,-0.0,-0.0,-0.0,16.6,40.3,16.3,-0.0,-0.0,0.0,16.3,16.3,64.5,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,11.9,0.0,0.0,-0.0,0.0,-0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,10.9
JVASP-7846,40.4,16.7,16.4,-0.0,-0.0,0.0,16.7,40.4,16.4,0.0,-0.0,0.0,16.4,16.4,64.5,0.0,-0.0,0.0,-0.0,0.0,0.0,11.9,0.0,0.0,-0.0,-0.0,-0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,10.9
JVASP-16288,44.0,36.9,36.9,-0.0,-0.0,0.0,36.9,44.0,36.9,0.0,0.0,0.0,36.9,36.9,44.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,4.6,0.0,0.0,-0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,-0.0,0.0,0.0,4.6
JVASP-150795,21.2,22.4,24.0,0.0,17.2,-0.0,22.4,-18.5,14.7,-0.0,37.6,0.0,24.0,14.7,7.1,-0.0,-2.2,0.0,-0.0,-0.0,-0.0,-19.2,0.0,3.5,17.2,37.6,-2.2,0.0,-58.7,0.0,-0.0,-0.0,-0.0,3.5,0.0,-6.1
JVASP-8034,47.3,16.9,16.6,0.0,0.0,0.0,16.9,47.3,16.6,-0.0,-0.0,0.0,16.6,16.6,80.1,-0.0,0.0,0.0,-0.0,-0.0,-0.0,10.4,-0.0,0.0,0.0,-0.0,0.0,-0.0,9.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,9.0
JVASP-16279,76.5,29.9,29.9,0.0,-0.0,0.0,29.9,76.5,29.9,0.0,0.0,0.0,29.9,29.9,76.5,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.9,0.0,0.0,-0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,-0.0,0.0,0.0,-0.9
JVASP-8656,52.6,23.6,14.4,-0.0,-2.1,0.0,23.6,52.6,14.4,0.0,2.1,-0.0,14.4,14.4,28.7,0.0,0.0,-0.0,-0.0,0.0,0.0,14.5,0.0,-2.1,-2.1,2.1,0.0,0.0,9.7,-0.0,0.0,-0.0,-0.0,-2.1,-0.0,9.7
JVASP-24589,72.7,16.6,16.6,-0.0,-0.3,-0.0,16.6,41.7,12.4,-0.0,-0.3,-0.0,16.6,12.4,43.0,-0.0,1.4,-0.0,-0.0,-0.0,-0.0,17.7,-0.0,-0.5,-0.3,-0.3,1.4,-0.0,11.3,-0.0,-0.0,-0.0,-0.0,-0.5,-0.0,9.7
JVASP-136237,797.6,3.0,53.7,0.0,0.0,0.0,3.0,58.6,12.8,0.0,0.0,-0.0,53.7,12.8,41.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.0,-0.0,0.0,0.0,-7.2
JVASP-104933,49.7,51.3,35.6,0.0,0.0,0.0,51.3,58.6,41.8,-0.0,0.0,0.0,35.6,41.8,65.9,0.0,0.0,0.0,0.0,-0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,20.1
JVASP-110178,58.8,44.4,34.8,-0.0,0.0,0.0,44.4,58.8,34.8,0.0,-0.0,-0.0,34.8,34.8,57.7,0.0,0.0,-0.0,-0.0,0.0,0.0,7.2,0.0,-0.0,0.0,-0.0,0.0,0.0,8.6,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,8.6
JVASP-90810,73.3,45.6,5.2,0.0,0.0,-0.0,45.6,73.3,5.2,0.0,0.0,-0.0,5.2,5.2,113.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,54.2,-0.0,-0.0,0.0,0.0,0.0,-0.0,13.9,0.0,-0.0,-0.0,-0.0,0.0,0.0,13.9
JVASP-99391,44.7,49.1,34.5,0.0,0.0,-0.0,49.1,44.7,34.5,-0.0,0.0,-0.0,34.5,34.5,47.4,0.0,-0.0,0.0,0.0,-0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.0,0.0,-61.1,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-61.1
JVASP-1103,117.5,3.2,3.2,0.0,0.0,0.0,3.2,117.5,3.2,0.0,0.0,0.0,3.2,3.2,117.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5
JVASP-17886,59.2,35.7,35.7,-0.0,0.0,0.0,35.7,59.2,35.7,-0.0,0.0,-0.0,35.7,35.7,59.2,0.0,-0.0,0.0,-0.0,-0.0,0.0,12.1,0.0,0.0,0.0,0.0,-0.0,0.0,12.1,0.0,0.0,-0.0,0.0,0.0,0.0,12.1
JVASP-150058,107.4,3.3,3.3,-0.0,0.0,-0.0,3.3,94.9,8.6,-0.0,0.0,0.0,3.3,8.6,94.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.9,0.0,0.0,0.0,0.0,-0.0,0.0,2.2,0.0,-0.0,0.0,-0.0,0.0,0.0,4.9
JVASP-150063,93.8,10.6,10.6,-0.0,-0.0,0.0,10.6,53.8,40.2,-0.0,0.0,0.0,10.6,40.2,53.8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,4.7,0.0,0.0,-0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,4.7
JVASP-91670,86.5,52.8,11.5,0.0,-0.0,0.0,52.8,86.5,11.5,-0.0,0.0,0.0,11.5,11.5,128.0,0.0,0.0,0.0,0.0,-0.0,0.0,57.8,0.0,-0.0,-0.0,-0.0,0.0,0.0,16.9,-0.0,0.0,0.0,0.0,-0.0,-0.0,16.9
