Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-137988,76.1,-9.1,-9.2,0,-1,0,-9.1,682.8,95.9,0,11.9,0,-9.2,95.9,551.1,0,49.3,0,0,0,0,-28.3,0,-3.3,-1,11.9,49.3,0,38.7,0,0,0,0,-3.3,0,-24.2,162.8,79.4,204.8905953,0.290243043
JVASP-137019,3.6,120.8,22.1,-19.2,0,0,120.8,136.8,52,-20.2,0,0,22.1,52,384.1,-9.3,0,0,-19.2,-20.2,-9.3,-62.9,0,0,0,0,0,0,-34,-66.9,0,0,0,0,-66.9,-50.3,101.5888889,-7.466666667,-22.96257428,0.537672385
JVASP-8169,261.4,137.3,137.3,0,0,0,137.3,261.4,137.3,0,0,0,137.3,137.3,261.4,0,0,0,0,0,0,148.9,0,0,0,0,0,0,148.9,0,0,0,0,0,0,148.9,178.6666667,114.16,282.3447767,0.236618678
JVASP-8027,328.3,157.2,157.2,0,0,0,157.2,328.3,157.2,0,0,0,157.2,157.2,328.3,0,0,0,0,0,0,206.9,0,0,0,0,0,0,206.9,0,0,0,0,0,0,206.9,214.2333333,158.36,381.1623549,0.203467905
JVASP-28345,359.6,159.5,-1,0,0,0,159.5,359.6,-1,0,0,0,-1,-1,18.5,0,0,0,0,0,0,100,0,0,0,0,0,0,-5.5,0,0,0,0,0,0,-5.5,116.9666667,56.48,145.9484904,0.292036919
JVASP-30,333.4,119.1,83,0,0,0,119.1,333.4,83,0,0,0,83,83,373.7,0,0,0,0,0,0,107.2,0,0,0,0,0,0,90.2,0,0,0,0,0,0,90.2,178.9666667,107.88,269.4908589,0.249030677
JVASP-28372,147.7,53.5,-0.4,0,7.8,0,53.5,147.7,-0.4,0,-7.8,0,-0.4,-0.4,15.3,0,0,0,0,0,0,47.1,0,7.8,7.8,-7.8,0,0,-22.8,0,0,0,0,7.8,0,-22.8,46.23333333,17.5,46.6181178,0.331946223
JVASP-8184,151.5,48.1,29.4,0,0,0,48.1,151.5,29.4,0,0,0,29.4,29.4,177.8,0,0,0,0,0,0,51.7,0,0,0,0,0,0,41.3,0,0,0,0,0,0,41.3,77.17777778,51.78666667,126.9625112,0.225822392
JVASP-1393,125.9,53.2,53.2,0,0,0,53.2,125.9,53.2,0,0,0,53.2,53.2,125.9,0,0,0,0,0,0,65.2,0,0,0,0,0,0,65.2,0,0,0,0,0,0,65.2,77.43333333,53.66,130.7723248,0.218527067
JVASP-39523,135.1,55.6,55.1,0,-0.2,0,55.6,131.3,45.5,0,-1.2,0,55.1,45.5,102.1,0,-25.5,0,0,0,0,78.8,0,-21.5,-0.2,-1.2,-25.5,0,20,0,0,0,0,-21.5,0,55,75.65555556,44.91333333,112.4815678,0.252206856
JVASP-118384,47.2,48,34.4,2.1,3.7,5,48,69.5,56.8,-12.3,-3.3,-6,34.4,56.8,81.4,13.3,-0.1,2.2,2.1,-12.3,13.3,13.1,-3.5,-2,3.7,-3.3,-0.1,-3.5,11,-11,5,-6,2.2,-2,-11,13,52.94444444,11.34666667,31.77039997,0.399988248
JVASP-120200,56.6,40.1,49.6,0,2.4,0,40.1,54.3,47.2,0,13.7,0,49.6,47.2,50.8,0,2.4,0,0,0,0,-28.6,0,-24.8,2.4,13.7,2.4,0,-18.7,0,0,0,0,-24.8,0,-22.5,48.38888889,-12.30666667,-40.33985649,0.638943249
JVASP-120201,113.9,19.3,24.6,0,0,0,19.3,67,32,0,0,0,24.6,32,85.7,0,0,0,0,0,0,3.3,0,0,0,0,0,0,-6.6,0,0,0,0,0,0,-16,46.48888889,8.853333333,24.97461345,0.410463862
JVASP-1174,100,42.9,42.9,0,0,0,42.9,100,42.9,0,0,0,42.9,42.9,100,0,0,0,0,0,0,51.5,0,0,0,0,0,0,51.5,0,0,0,0,0,0,51.5,61.93333333,42.32,103.4068385,0.221725408
JVASP-106521,39.2,49.1,49.1,0,0,0,49.1,39.2,49.1,0,0,0,49.1,49.1,39.2,0,0,0,0,0,0,-1.1,0,0,0,0,0,0,-1.1,0,0,0,0,0,0,-1.1,45.8,-2.64,-8.075155833,0.529385574
JVASP-8185,121.4,39.6,23.7,0,0,0,39.6,121.4,23.7,0,0,0,23.7,23.7,141.9,0,0,0,0,0,0,40.9,0,0,0,0,0,0,32.7,0,0,0,0,0,0,32.7,62.07777778,41.10666667,101.0217941,0.228776282
JVASP-137171,42,0.9,7.8,0,0,0,0.9,83.7,97.2,0,0,0,7.8,97.2,160.3,0,0,0,0,0,0,21,0,0,0,0,0,0,-30.1,0,0,0,0,0,0,-25.6,55.31111111,5.066666667,14.74962963,0.455555556
JVASP-1177,72.9,32.4,32.4,0,0,0,32.4,72.9,32.4,0,0,0,32.4,32.4,72.9,0,0,0,0,0,0,36.3,0,0,0,0,0,0,36.3,0,0,0,0,0,0,36.3,45.9,29.88,73.65692803,0.23254565
JVASP-99373,47.1,25.9,32.2,0,0,0,25.9,47.1,32.2,0,0,0,32.2,32.2,32.7,0,0,0,0,0,0,6.1,0,0,0,0,0,0,3.8,0,0,0,0,0,0,3.8,34.16666667,5.18,14.79244056,0.427841753
JVASP-20099,72.9,32.4,32.4,0,0,0,32.4,72.9,32.4,0,0,0,32.4,32.4,72.9,0,0,0,0,0,0,36.3,0,0,0,0,0,0,36.3,0,0,0,0,0,0,36.3,45.9,29.88,73.65692803,0.23254565
JVASP-35711,87.6,29.6,18.9,0,0,0,29.6,87.6,18.9,0,0,0,18.9,18.9,103.2,0,0,0,0,0,0,29,0,0,0,0,0,0,23.1,0,0,0,0,0,0,23.1,45.91111111,29.10666667,72.08627827,0.238312155
JVASP-111058,43.7,23.4,61.1,0,0,0,23.4,38.9,60.2,0,0,0,61.1,60.2,51.5,0,0,0,0,0,0,20.7,0,0,0,0,0,0,5.1,0,0,0,0,0,0,4.5,47.05555556,5.353333333,15.47322322,0.445195195
JVASP-100167,2.08E-16,1.037132805,7.40E-08,0.209750138,5.64E-05,0.209750138,0.011109797,1.044447168,0.021871946,0.123381195,0.051303135,0.123381195,1.037132805,7.40E-08,0.64539289,5.64E-05,0.209750138,5.64E-05,1.044447168,0.021871946,0.524685451,0.051303135,0.123381195,0.051303135,2.08E-16,0.64539289,5.64E-05,0.209750138,5.64E-05,0.209750138,0.011109797,0.524685451,0.051303135,0.123381195,0.051303135,0.123381195,0.423094412,0.077003826,0.217798271,0.414204228
JVASP-2175,45.7,3.6,10.5,-6.9,0,0,3.6,45.7,10.5,6.9,0,0,10.5,10.5,63,0,0,0,-6.9,6.9,0,18.2,0,0,0,0,0,0,16.5,0,0,0,0,0,0,16.5,22.62222222,18.89333333,44.33705241,0.173351775
JVASP-92698,47.2,31.9,36.7,0,-5.8,0,31.9,47.2,36.7,0,5.8,0,36.7,36.7,61.5,0,0,0,0,0,0,7.6,0,-5.8,-5.8,5.8,0,0,-27.3,0,0,0,0,-5.8,0,-27.3,40.72222222,-6.026666667,-19.01819643,0.577837093
JVASP-100596,38.3,34.1,24.2,0,0,0,34.1,38.3,24.2,0,0,0,24.2,24.2,55.1,0,0,0,0,0,0,32.1,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,32.96666667,12.46,33.19757543,0.332165948
JVASP-29359,69.9,19.2,7.5,0,-4.9,0,19.2,29.9,10.4,0,-5.8,0,7.5,10.4,60.4,0,-7.5,0,0,0,0,18.8,0,-7.7,-4.9,-5.8,-7.5,0,11.4,0,0,0,0,-7.7,0,11.4,26.04444444,16.52666667,40.92383971,0.23811536
JVASP-4666,68,18.6,8.8,0,0,0,18.6,68,8.8,0,0,0,8.8,8.8,28.8,0,0,0,0,0,0,24.7,0,0,0,0,0,0,7.9,0,0,0,0,0,0,7.9,26.35555556,16.67333333,41.30890607,0.238771673
JVASP-134911,82.7,-8.5,-6.4,0,0,0,-8.5,39.2,26.1,0,0,0,-6.4,26.1,57,0,0,0,0,0,0,2.3,0,0,0,0,0,0,-7.1,0,0,0,0,0,0,-52.7,22.36666667,-0.32,-0.96460018,0.507187781
JVASP-134912,32.7,29.1,8.8,0,0,0,29.1,37.2,9.8,0,0,0,8.8,9.8,103.4,0,0,0,0,0,0,6.1,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,-0.2,29.85555556,8.673333333,23.72276737,0.367569218
JVASP-134913,42.3,49.8,-1.1,0,0,0,49.8,42.3,-1.1,0,0,0,-1.1,-1.1,10,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,-2.2,21.08888889,1.513333333,4.433940517,0.46495832
JVASP-134914,88,10.8,21.7,0,0,0,10.8,45.9,35.7,0,0,0,21.7,35.7,60.2,0,0,0,0,0,0,4.2,0,0,0,0,0,0,-13.3,0,0,0,0,0,0,9.5,36.72222222,8.473333333,23.60448977,0.392869184
JVASP-81,89.4,23.2,9.4,0,0,0,23.2,89.4,9.4,0,0,0,9.4,9.4,34.2,0,0,0,0,0,0,33.1,0,0,0,0,0,0,7.8,0,0,0,0,0,0,7.8,33,21.14,52.26052938,0.236057932
JVASP-105499,-20.5,3.2,17.2,0,0,0,3.2,-8,30.3,0,0,0,17.2,30.3,-8.7,0,0,0,0,0,0,-6.9,0,0,0,0,0,0,-9.1,0,0,0,0,0,0,-16.9,7.133333333,-12.44,-89.13482143,2.582589286
JVASP-9088,60.8,21.1,13.3,0,8.2,0,21.1,68.7,15.5,0,-7.6,0,13.3,15.5,86.4,0,2.5,0,0,0,0,24.5,0,8.1,8.2,-7.6,2.5,0,20.1,0,0,0,0,8.1,0,19.8,35.07777778,23.94666667,58.52270217,0.221938381
JVASP-13856,90.9,23.3,11.3,0,-2.7,0,23.3,90.9,11.3,0,2.7,0,11.3,11.3,33.6,0,0,0,0,0,0,33.8,0,-2.7,-2.7,2.7,0,0,9.1,0,0,0,0,-2.7,0,9.1,34.13333333,21.7,53.7166801,0.237711523
JVASP-4358,89.8,23.9,10.5,0,0,0,23.9,89.8,10.5,0,0,0,10.5,10.5,32.4,0,0,0,0,0,0,32.9,0,0,0,0,0,0,8.9,0,0,0,0,0,0,8.9,33.53333333,21.28,52.6936659,0.238103052
JVASP-22517,110.4,30.2,12.1,0,0,0,30.2,110.4,12.1,0,0,0,12.1,12.1,34.6,0,0,0,0,0,0,40.1,0,0,0,0,0,0,10.4,0,0,0,0,0,0,10.4,40.46666667,25.58,63.38437883,0.238944074
JVASP-106072,110.1,22.9,5.5,0,0,0,22.9,52.7,25.9,0,0,0,5.5,25.9,82.1,0,0,0,0,0,0,30.8,0,0,0,0,0,0,30.8,0,0,0,0,0,0,11.4,39.27777778,27.30666667,66.50755592,0.21778972
JVASP-143,109.3,28.6,10.2,0,0,0,28.6,109.3,10.2,0,0,0,10.2,10.2,38.7,0,0,0,0,0,0,40.4,0,0,0,0,0,0,8.9,0,0,0,0,0,0,8.9,39.47777778,25.52666667,63.00100491,0.23402334
JVASP-9159,66.8,22.7,19.9,0,-0.4,0,22.7,63.7,16,0,3,0,19.9,16,108.4,0,5.2,0,0,0,0,22.9,0,1.8,-0.4,3,5.2,0,24,0,0,0,0,1.8,0,25.2,39.56666667,26.44,64.87035965,0.226746589
JVASP-4657,106.3,29.9,12.5,0,-0.1,0,29.9,106.3,12.5,0,0.1,0,12.5,12.5,41.1,0,0,0,0,0,0,38.2,0,-0.1,-0.1,0.1,0,0,9.7,0,0,0,0,-0.1,0,9.7,40.38888889,24.77333333,61.70417066,0.245374812
JVASP-9082,371.8,168.7,123.7,0,-17.2,0,168.7,371.8,123.7,0,17.2,0,123.7,123.7,334.1,0,0,0,0,0,0,101.5,0,-17.2,-17.2,17.2,0,0,78.6,0,0,0,0,-17.2,0,78.6,212.2111111,95.84666667,249.9147399,0.303721603
JVASP-9176,325.9,113.9,74.6,0,-12.2,0,113.9,222.5,124.2,0,17.4,0,74.6,124.2,321.5,0,-8.2,0,0,0,0,90.4,0,-17.7,-12.2,17.4,-8.2,0,65.5,0,0,0,0,-17.7,0,51,166.1444444,78.52666667,203.5165777,0.295843733
JVASP-136677,153.6,168.6,-10.7,0,0,0,168.6,153.6,-10.7,0,0,0,-10.7,-10.7,22.3,0,0,0,0,0,0,-7.5,0,0,0,0,0,0,2.2,0,0,0,0,0,0,2.2,69.32222222,11.53333333,32.78198937,0.42118451
JVASP-136680,93,50.3,58.8,1.9,21.7,-0.6,50.3,114.8,104.2,1.4,10.3,-1.5,58.8,104.2,132.8,-1.5,20.9,-0.8,1.9,1.4,-1.5,29.7,-0.6,-4.4,21.7,10.3,20.9,-0.6,12.9,0.2,-0.6,-1.5,-0.8,-4.4,0.2,22.9,85.24444444,21.58666667,59.71906342,0.383239579
JVASP-136682,70.6,5.8,7.4,0,0,0,5.8,133.4,5.6,0,0,0,7.4,5.6,44.8,0,0,0,0,0,0,-1,0,0,0,0,0,0,-7,0,0,0,0,0,0,6,31.82222222,14.93333333,38.74009662,0.297101449
JVASP-136685,-0.3,240.3,240.3,0,-128.8,0,240.3,-80.9,-86.1,0,75.6,0,240.3,-86.1,-80.9,0,75.6,0,0,0,0,-155.3,0,-113.5,-128.8,75.6,75.6,0,19.8,0,0,0,0,-113.5,0,-155.3,69.65555556,-95.26666667,-525.2653767,1.756816183
JVASP-136687,184,-3.6,20.6,0,0,0,-3.6,184,20.6,0,0,0,20.6,20.6,100.6,0,0,0,0,0,0,37.4,0,0,0,0,0,0,-2861.9,0,0,0,0,0,0,-2861.9,60.42222222,-1108.546667,650.1031806,-1.29322319
JVASP-135218,191.5,40.3,76.8,0.3,-7.7,15.5,40.3,99.8,46.9,-8.1,-4,11.6,76.8,46.9,236.2,-4.6,-21.6,12.6,0.3,-8.1,-4.6,26.4,-2.2,-13.3,-7.7,-4,-21.6,-2.2,11.2,1.4,15.5,11.6,12.6,-13.3,1.4,44.6,95.05555556,40.67333333,106.7887204,0.312760864
JVASP-1180,204.1,97.9,79.2,0,0,0,97.9,204.1,79.2,0,0,0,79.2,79.2,215.6,0,0,0,0,0,0,53.1,0,0,0,0,0,0,46.8,0,0,0,0,0,0,46.8,126.2666667,53.84,141.4196006,0.313332101
JVASP-17841,258,114.1,114.1,0,0,0,114.1,258,114.1,0,0,0,114.1,114.1,258,0,0,0,0,0,0,118.4,0,0,0,0,0,0,118.4,0,0,0,0,0,0,118.4,162.0666667,99.82,248.4513361,0.244496775
JVASP-17700,162.6,106.4,106.4,0,0,0,106.4,162.6,106.4,0,0,0,106.4,106.4,162.6,0,0,0,0,0,0,78.2,0,0,0,0,0,0,78.2,0,0,0,0,0,0,78.2,125.1333333,58.16,151.0743427,0.298782175
JVASP-1183,85.7,46.7,46.7,0,0,0,46.7,85.7,46.7,0,0,0,46.7,46.7,85.7,0,0,0,0,0,0,40.4,0,0,0,0,0,0,40.4,0,0,0,0,0,0,40.4,59.7,32.04,81.53401535,0.272378517
JVASP-85122,102.6,43.4,30.9,0,0,0,43.4,102.6,30.9,0,0,0,30.9,30.9,119.7,0,0,0,0,0,0,29.6,0,0,0,0,0,0,24.5,0,0,0,0,0,0,24.5,59.47777778,30.36666667,77.85094189,0.281848659
JVASP-82129,102.6,43.4,30.9,0,0,0,43.4,102.6,30.9,0,0,0,30.9,30.9,119.8,0,0,0,0,0,0,29.6,0,0,0,0,0,0,24.5,0,0,0,0,0,0,24.5,59.48888889,30.37333333,77.86766264,0.281842559
JVASP-266,85.7,46.7,46.7,0,0,0,46.7,85.7,46.7,0,0,0,46.7,46.7,85.7,0,0,0,0,0,0,40.4,0,0,0,0,0,0,40.4,0,0,0,0,0,0,40.4,59.7,32.04,81.53401535,0.272378517
JVASP-17716,140.9,36.7,36.7,0,0,0,36.7,140.9,36.7,0,0,0,36.7,36.7,140.9,0,0,0,0,0,0,27.9,0,0,0,0,0,0,27.9,0,0,0,0,0,0,27.9,71.43333333,37.58,95.91941401,0.276202954
JVASP-1186,71.1,39.5,39.5,0,0,0,39.5,71.1,39.5,0,0,0,39.5,39.5,71.1,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,50.03333333,26,66.48381601,0.278534923
JVASP-36119,84.7,37.3,26.1,0,0,0,37.3,84.7,26.1,0,0,0,26.1,26.1,99.7,0,0,0,0,0,0,23.7,0,0,0,0,0,0,19.7,0,0,0,0,0,0,19.7,49.78888889,24.59333333,63.34946348,0.287939756
JVASP-18070,124.8,28.7,28.7,0,0,0,28.7,124.8,28.7,0,0,0,28.7,28.7,124.8,0,0,0,0,0,0,17.1,0,0,0,0,0,0,17.1,0,0,0,0,0,0,17.1,60.73333333,29.48,76.12324263,0.291099773
JVASP-17666,71.1,39.5,39.5,0,0,0,39.5,71.1,39.5,0,0,0,39.5,39.5,71.1,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,50.03333333,26,66.48381601,0.278534923
JVASP-97,71.1,39.5,39.5,0,0,0,39.5,71.1,39.5,0,0,0,39.5,39.5,71.1,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,50.03333333,26,66.48381601,0.278534923
JVASP-1189,54.6,29.9,29.9,0,0,0,29.9,54.6,29.9,0,0,0,29.9,29.9,54.6,0,0,0,0,0,0,24.7,0,0,0,0,0,0,24.7,0,0,0,0,0,0,24.7,38.13333333,19.76,50.54883721,0.279069767
JVASP-14093,103.4,19.7,19.7,0,0,0,19.7,103.4,19.7,0,0,0,19.7,19.7,103.4,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,47.6,20.88,54.64926686,0.308651026
JVASP-103084,65.5,53.4,23.2,0,0,0,53.4,65.5,23.2,0,0,0,23.2,23.2,81.5,0,0,0,0,0,0,27.5,0,0,0,0,0,0,13.9,0,0,0,0,0,0,13.9,45.78888889,18.57333333,49.0834338,0.321341542
JVASP-36123,64.4,28.1,20,0,0,0,28.1,64.4,20,0,0,0,20,20,76.7,0,0,0,0,0,0,18.2,0,0,0,0,0,0,14.9,0,0,0,0,0,0,14.9,37.96666667,18.76,48.32121212,0.287878788
JVASP-15903,101.8,20.4,20.4,0,0,0,20.4,101.8,20.4,0,0,0,20.4,20.4,101.8,0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.7,47.53333333,20.3,53.31086556,0.313075506
JVASP-18005,103.4,19.7,19.7,0,0,0,19.7,103.4,19.7,0,0,0,19.7,19.7,103.4,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,47.6,20.88,54.64926686,0.308651026
JVASP-4948,109.3,14,10.7,0,0,0,14,108.6,10.8,0,0,0,10.7,10.8,96.9,0,0,0,0,0,0,4.9,0,0,0,0,0,0,7.7,0,0,0,0,0,0,7.7,42.86666667,22.68,57.83939714,0.275118985
JVASP-17491,74.79838536,6.615731954,50.46884918,2.122596667,76.10175574,0.038013883,62.31081247,74.97399197,42.0103527,9.672805171,44.32118968,44.40769612,35.69602359,28.20003307,19.43325415,50.57356733,36.30399118,7.226072446,28.16172161,6.625045114,12.291021,12.32803329,76.20351586,15.31426564,35.72607059,0.623937525,60.19579943,9.662764617,28.79065679,23.79931064,13.76002716,60.08737318,19.46117633,17.66089841,7.198164681,36.39455608,40.82172213,20.17669574,51.96810454,0.287824954
JVASP-17580,54.6,29.9,29.9,0,0,0,29.9,54.6,29.9,0,0,0,29.9,29.9,54.6,0,0,0,0,0,0,24.7,0,0,0,0,0,0,24.7,0,0,0,0,0,0,24.7,38.13333333,19.76,50.54883721,0.279069767
JVASP-12001,51.3,37.6,27.9,0,0,0,37.6,51.3,27.9,0,0,0,27.9,27.9,36.5,0,0,0,0,0,0,15.3,0,0,0,0,0,0,22.1,0,0,0,0,0,0,22.1,36.21111111,14.94666667,39.41672331,0.318579058
JVASP-35987,42.2,26.5,26.5,0,0,0,26.5,42.2,26.5,0,0,0,26.5,26.5,42.2,0,0,0,0,0,0,16.9,0,0,0,0,0,0,16.9,0,0,0,0,0,0,16.9,31.73333333,13.28,34.96283186,0.316371681
JVASP-14973,64,29,29,0,0,0,29,64,29,0,0,0,29,29,64,0,0,0,0,0,0,11.7,0,0,0,0,0,0,11.7,0,0,0,0,0,0,11.7,40.66666667,14.02,37.72474636,0.345390384
JVASP-15070,47.7,32.6,32.6,0,0,0,32.6,47.7,32.6,0,0,0,32.6,32.6,47.7,0,0,0,0,0,0,4.1,0,0,0,0,0,0,4.1,0,0,0,0,0,0,4.1,37.63333333,5.48,15.67896604,0.430562595
JVASP-17671,35,13.7,15.1,0,0,0,13.7,35,15.1,0,0,0,15.1,15.1,55.2,0,0,0,0,0,0,14.2,0,0,0,0,0,0,14.2,0,0,0,0,0,0,14.2,23.66666667,13.94,34.9566753,0.25382623
JVASP-28366,88.5,31.1,15.3,0,-2.8,0,31.1,88.5,15.3,0,2.8,0,15.3,15.3,33.7,0,0,0,0,0,0,28.7,0,-2.8,-2.8,2.8,0,0,6.9,0,0,0,0,-2.8,0,6.9,37.12222222,18.43333333,47.44666153,0.286979969
JVASP-91686,60.9,20.8,13,0,0,0,20.8,61,12.9,0,0,0,13,12.9,32.4,0,0,0,0,0,0,20,0,0,0,0,0,0,9.2,0,0,0,0,0,0,9.3,27.52222222,14.87333333,37.80916119,0.271038588
JVASP-1915,62,20.2,13,0,-3,0,20.2,62,13,0,3,0,13,13,32.4,0,0,0,0,0,0,20.9,0,-3,-3,3,0,0,9.3,0,0,0,0,-3,0,9.3,27.64444444,15.24666667,38.63689821,0.267060501
JVASP-8490,69.2,25.4,15.1,0,11.6,0,25.4,103,27.7,0,-0.8,0,15.1,27.7,21.1,0,-6,0,0,0,0,21.7,0,7.7,11.6,-0.8,-6,0,23.6,0,0,0,0,7.7,0,15.7,36.63333333,20.54,51.91688132,0.263799448
JVASP-7974,60.4,20,12,0,0,0,20,60.4,12,0,0,0,12,12,34.5,0,0,0,0,0,0,20.2,0,0,0,0,0,0,7.7,0,0,0,0,0,0,7.7,27.03333333,14.54,36.98851945,0.27195734
JVASP-156323,32.5,19.3,7.6,0,0,0,19.3,32.5,7.6,0,0,0,7.6,7.6,31.8,0,0,0,0,0,0,6.6,0,0,0,0,0,0,18.4,0,0,0,0,0,0,18.4,18.42222222,12.83333333,31.24473813,0.21732746
JVASP-3414,75.5,19.7,16.6,0,0,0,19.7,25,30,0,0,0,16.6,30,110.2,0,0,0,0,0,0,20.6,0,0,0,0,0,0,30.2,0,0,0,0,0,0,19.5,38.14444444,23.68666667,58.87367989,0.242759919
JVASP-103609,39.6,36.1,36.1,0,0,0,36.1,39.6,36.1,0,0,0,36.1,36.1,39.6,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,9,37.26666667,6.1,17.35318066,0.422391858
JVASP-51076,110.3,17.1,30.3,0,0.1,0,17.1,75.7,20,0,0,0,30.3,20,25.4,0,0,0,0,0,0,19.8,0,0,0.1,0,0,0,20.6,0,0,0,0,0,0,30.2,38.46666667,23.72,59.02719954,0.244249569
JVASP-114314,47.6,79.4,-10.3,0,0,0,79.4,47.6,-10.3,0,0,0,-10.3,-10.3,9.2,0,0,0,0,0,0,-15.9,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,-2.5,24.66666667,-1.14,-3.473510843,0.523469668
JVASP-114315,80.1,25.1,23.2,-0.1,12.5,-0.1,25.1,29.5,35.5,-0.2,14.7,0.2,23.2,35.5,113.1,-0.3,14.7,-0.4,-0.1,-0.2,-0.3,20.4,0.1,5.6,12.5,14.7,14.7,0.1,28.5,-0.1,-0.1,0.2,-0.4,5.6,-0.1,20.2,43.36666667,23.08,58.80744222,0.273991383
JVASP-115153,101,34.4,33.7,7.7,9.4,-4.2,34.4,103.4,39.6,-3.4,-0.4,-10.2,33.7,39.6,113.7,4.6,13.8,-21.4,7.7,-3.4,4.6,24.4,2.5,2,9.4,-0.4,13.8,2.5,20.1,-11.3,-4.2,-10.2,-21.4,2,-11.3,29.6,59.27777778,28.84666667,74.46147023,0.290642539
JVASP-150000,75.4,20.1,17.6,0,0,0,20.1,25.2,30.6,0,0,0,17.6,30.6,109.7,0,0,0,0,0,0,20.3,0,0,0,0,0,0,30.1,0,0,0,0,0,0,19.7,38.54444444,23.48666667,58.5647259,0.246765382
JVASP-12424,271.3,141.8,102.9,0,-7.9,0,141.8,271.3,102.9,0,7.9,0,102.9,102.9,194.5,0,0,0,0,0,0,64.7,0,-7.9,-7.9,7.9,0,0,58.8,0,0,0,0,-7.9,0,58.8,159.1444444,62.42666667,165.6238926,0.326547623
JVASP-14956,59.7,20.6,35.5,0,0,0,20.6,59.7,35.5,0,0,0,35.5,35.5,36.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,5.2,0,0,0,0,0,0,5.2,37.65555556,6.533333333,18.52842399,0.417991632
JVASP-4400,59.7,20.6,35.5,0,0,0,20.6,59.7,35.5,0,0,0,35.5,35.5,36.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,5.2,0,0,0,0,0,0,5.2,37.65555556,6.533333333,18.52842399,0.417991632
JVASP-8177,47.5,19.7,20.9,0,0,0,19.7,47.5,20.9,0,0,0,20.9,20.9,33.3,0,0,0,0,0,0,12.7,0,0,0,0,0,0,8.5,0,0,0,0,0,0,8.5,27.92222222,10.39333333,27.73836732,0.334430756
JVASP-36140,116,81.5,81.5,0,0,0,81.5,116,81.5,0,0,0,81.5,81.5,116,0,0,0,0,0,0,52,0,0,0,0,0,0,52,0,0,0,0,0,0,52,93,38.1,100.5666982,0.319772942
JVASP-35668,144.5,76.2,59.1,0,0,0,76.2,144.5,59.1,0,0,0,59.1,59.1,157.3,0,0,0,0,0,0,34.2,0,0,0,0,0,0,29.4,0,0,0,0,0,0,29.4,92.78888889,35.39333333,94.2024881,0.330794238
JVASP-36139,64.8,37.4,37.4,0,0,0,37.4,64.8,37.4,0,0,0,37.4,37.4,64.8,0,0,0,0,0,0,31.2,0,0,0,0,0,0,31.2,0,0,0,0,0,0,31.2,46.53333333,24.2,61.87399267,0.278388278
JVASP-36138,52.6,33,33,0,0,0,33,52.6,33,0,0,0,33,33,52.6,0,0,0,0,0,0,22.5,0,0,0,0,0,0,22.5,0,0,0,0,0,0,22.5,39.53333333,17.42,45.56709307,0.307895898
JVASP-15708,25.5,46.6,46.6,0,0,0,46.6,25.5,46.6,0,0,0,46.6,46.6,25.5,0,0,0,0,0,0,17.2,0,0,0,0,0,0,17.2,0,0,0,0,0,0,17.2,39.56666667,6.1,17.40552885,0.426682692
JVASP-100244,26.52476357,26.52874605,26.521319,47.37159998,69.19048722,47.37496706,35.32807959,45.13477589,35.32526316,0.025210416,47.37318562,69.1919731,35.32998819,47.37456771,26.52435253,35.32966295,26.52836154,78.25399496,47.3734543,35.33133597,53.74896534,63.58868665,61.68063934,76.45924699,45.13362899,26.52970849,63.58732385,76.45779601,78.25345991,63.59021776,26.52709777,35.33212296,61.67828226,78.25254881,83.61432467,35.33181939,30.54828315,36.08869744,77.67755593,0.076203374
JVASP-108896,38.1,31.2,31.2,0,0,0,31.2,38.1,31.2,0,0,0,31.2,31.2,38.1,0,0,0,0,0,0,-11.3,0,0,0,0,0,0,-11.3,0,0,0,0,0,0,-11.3,33.5,-5.4,-17.11987382,0.585173502
JVASP-13048,48.5,16.9,16,0,0.6,0,16.9,36.5,19,0,3.5,0,16,19,31.6,0,2.4,0,0,0,0,9.7,0,-1.5,0.6,3.5,2.4,0,11.6,0,0,0,0,-1.5,0,6.9,24.48888889,9.953333333,26.29722688,0.321026133
